Region,School Year,Grade Level,Students
Region II - Cagayan Valley,2017-2018,Grade 12 (GAS),10269.0
Region III - Central Luzon,2017-2018,Grade 12 (GAS),15187.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (GAS),12079.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (GAS),9590.0
Region V - Bicol Region,2017-2018,Grade 12 (GAS),22644.0
Region VI - Western Visayas,2017-2018,Grade 12 (GAS),20717.0
Region VII - Central Visayas,2017-2018,Grade 12 (GAS),16826.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (GAS),12634.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (GAS),5977.0
Region X - Northern Mindanao,2017-2018,Grade 12 (GAS),7674.0
Region XI - Davao Region,2017-2018,Grade 12 (GAS),6799.0
Region XII - Soccsksargen,2017-2018,Grade 12 (GAS),4928.0
CARAGA - CARAGA,2017-2018,Grade 12 (GAS),6032.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (GAS),5129.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (GAS),2303.0
NCR - National Capital Region,2017-2018,Grade 12 (GAS),5230.0
Region I - Ilocos Region,2018-2019,Grade 12 (GAS),15358.0
Region II - Cagayan Valley,2018-2019,Grade 12 (GAS),9648.0
Region III - Central Luzon,2018-2019,Grade 12 (GAS),17189.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (GAS),12899.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (GAS),11187.0
Region V - Bicol Region,2018-2019,Grade 12 (GAS),26522.0
Region VI - Western Visayas,2018-2019,Grade 12 (GAS),17961.0
Region VII - Central Visayas,2018-2019,Grade 12 (GAS),19269.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (GAS),13986.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (GAS),6840.0
Region X - Northern Mindanao,2018-2019,Grade 12 (GAS),8370.0
Region XI - Davao Region,2018-2019,Grade 12 (GAS),8159.0
Region XII - Soccsksargen,2018-2019,Grade 12 (GAS),5097.0
CARAGA - CARAGA,2018-2019,Grade 12 (GAS),7041.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (GAS),5533.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (GAS),2666.0
NCR - National Capital Region,2018-2019,Grade 12 (GAS),6203.0
Region I - Ilocos Region,2019-2020,Grade 12 (GAS),13825.0
Region II - Cagayan Valley,2019-2020,Grade 12 (GAS),9204.0
Region III - Central Luzon,2019-2020,Grade 12 (GAS),17676.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (GAS),10893.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (GAS),10593.0
Region V - Bicol Region,2019-2020,Grade 12 (GAS),29147.0
Region VI - Western Visayas,2019-2020,Grade 12 (GAS),13198.0
Region VII - Central Visayas,2019-2020,Grade 12 (GAS),20039.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (GAS),15548.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (GAS),3396.0
Region X - Northern Mindanao,2019-2020,Grade 12 (GAS),7638.0
Region XI - Davao Region,2019-2020,Grade 12 (GAS),8325.0
Region XII - Soccsksargen,2019-2020,Grade 12 (GAS),3698.0
CARAGA - CARAGA,2019-2020,Grade 12 (GAS),8000.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (GAS),6386.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (GAS),2086.0
NCR - National Capital Region,2019-2020,Grade 12 (GAS),6065.0
Region I - Ilocos Region,2020-2021,Grade 12 (GAS),12085.0
Region II - Cagayan Valley,2020-2021,Grade 12 (GAS),8152.0
Region III - Central Luzon,2020-2021,Grade 12 (GAS),16370.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (GAS),8144.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (GAS),10313.0
Region V - Bicol Region,2020-2021,Grade 12 (GAS),28024.0
Region VI - Western Visayas,2020-2021,Grade 12 (GAS),12687.0
Region VII - Central Visayas,2020-2021,Grade 12 (GAS),20873.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (GAS),15977.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (GAS),2927.0
Region X - Northern Mindanao,2020-2021,Grade 12 (GAS),7395.0
Region XI - Davao Region,2020-2021,Grade 12 (GAS),8055.0
Region XII - Soccsksargen,2020-2021,Grade 12 (GAS),2534.0
CARAGA - CARAGA,2020-2021,Grade 12 (GAS),8776.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (GAS),7559.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (GAS),2432.0
NCR - National Capital Region,2020-2021,Grade 12 (GAS),5568.0
Region I - Ilocos Region,2017-2018,Grade 12 (STEM),4405.0
Region II - Cagayan Valley,2017-2018,Grade 12 (STEM),3105.0
Region III - Central Luzon,2017-2018,Grade 12 (STEM),6238.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (STEM),6295.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (STEM),2044.0
Region V - Bicol Region,2017-2018,Grade 12 (STEM),2207.0
Region VI - Western Visayas,2017-2018,Grade 12 (STEM),3018.0
Region VII - Central Visayas,2017-2018,Grade 12 (STEM),3136.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (STEM),1862.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (STEM),1188.0
Region X - Northern Mindanao,2017-2018,Grade 12 (STEM),1217.0
Region XI - Davao Region,2017-2018,Grade 12 (STEM),1049.0
Region XII - Soccsksargen,2017-2018,Grade 12 (STEM),2037.0
CARAGA - CARAGA,2017-2018,Grade 12 (STEM),1364.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (STEM),702.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (STEM),1064.0
NCR - National Capital Region,2017-2018,Grade 12 (STEM),4809.0
Region I - Ilocos Region,2018-2019,Grade 12 (STEM),4147.0
Region II - Cagayan Valley,2018-2019,Grade 12 (STEM),3152.0
Region III - Central Luzon,2018-2019,Grade 12 (STEM),5822.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (STEM),5064.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (STEM),1857.0
Region V - Bicol Region,2018-2019,Grade 12 (STEM),2805.0
Region VI - Western Visayas,2018-2019,Grade 12 (STEM),3520.0
Region VII - Central Visayas,2018-2019,Grade 12 (STEM),2976.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (STEM),2114.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (STEM),1479.0
Region X - Northern Mindanao,2018-2019,Grade 12 (STEM),1324.0
Region XI - Davao Region,2018-2019,Grade 12 (STEM),1298.0
Region XII - Soccsksargen,2018-2019,Grade 12 (STEM),2075.0
CARAGA - CARAGA,2018-2019,Grade 12 (STEM),1741.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (STEM),739.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (STEM),1041.0
NCR - National Capital Region,2018-2019,Grade 12 (STEM),5029.0
Region I - Ilocos Region,2019-2020,Grade 12 (STEM),5330.0
Region II - Cagayan Valley,2019-2020,Grade 12 (STEM),3837.0
Region III - Central Luzon,2019-2020,Grade 12 (STEM),6935.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (STEM),6976.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (STEM),2551.0
Region V - Bicol Region,2019-2020,Grade 12 (STEM),3657.0
Region VI - Western Visayas,2019-2020,Grade 12 (STEM),5056.0
Region VII - Central Visayas,2019-2020,Grade 12 (STEM),3605.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (STEM),2490.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (STEM),2012.0
Region X - Northern Mindanao,2019-2020,Grade 12 (STEM),2062.0
Region XI - Davao Region,2019-2020,Grade 12 (STEM),1678.0
Region XII - Soccsksargen,2019-2020,Grade 12 (STEM),2889.0
CARAGA - CARAGA,2019-2020,Grade 12 (STEM),2295.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (STEM),945.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (STEM),1298.0
NCR - National Capital Region,2019-2020,Grade 12 (STEM),6212.0
Region I - Ilocos Region,2020-2021,Grade 12 (STEM),6688.0
Region II - Cagayan Valley,2020-2021,Grade 12 (STEM),4878.0
Region III - Central Luzon,2020-2021,Grade 12 (STEM),9560.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (STEM),9104.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (STEM),3173.0
Region V - Bicol Region,2020-2021,Grade 12 (STEM),4176.0
Region VI - Western Visayas,2020-2021,Grade 12 (STEM),6573.0
Region VII - Central Visayas,2020-2021,Grade 12 (STEM),4472.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (STEM),3118.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (STEM),2555.0
Region X - Northern Mindanao,2020-2021,Grade 12 (STEM),2852.0
Region XI - Davao Region,2020-2021,Grade 12 (STEM),1867.0
Region XII - Soccsksargen,2020-2021,Grade 12 (STEM),3468.0
CARAGA - CARAGA,2020-2021,Grade 12 (STEM),2845.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (STEM),885.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (STEM),1585.0
NCR - National Capital Region,2020-2021,Grade 12 (STEM),7092.0
Region I - Ilocos Region,2017-2018,Grade 12 (TVL),21641.0
Region II - Cagayan Valley,2017-2018,Grade 12 (TVL),10781.0
Region III - Central Luzon,2017-2018,Grade 12 (TVL),30247.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (TVL),31871.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (TVL),10605.0
Region V - Bicol Region,2017-2018,Grade 12 (TVL),27857.0
Region VI - Western Visayas,2017-2018,Grade 12 (TVL),34035.0
Region VII - Central Visayas,2017-2018,Grade 12 (TVL),27382.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (TVL),20781.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (TVL),10562.0
Region X - Northern Mindanao,2017-2018,Grade 12 (TVL),16063.0
Region XI - Davao Region,2017-2018,Grade 12 (TVL),14710.0
Region XII - Soccsksargen,2017-2018,Grade 12 (TVL),15704.0
CARAGA - CARAGA,2017-2018,Grade 12 (TVL),11164.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (TVL),5119.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (TVL),4028.0
NCR - National Capital Region,2017-2018,Grade 12 (TVL),12950.0
Region I - Ilocos Region,2018-2019,Grade 12 (TVL),21648.0
Region II - Cagayan Valley,2018-2019,Grade 12 (TVL),11780.0
Region III - Central Luzon,2018-2019,Grade 12 (TVL),32819.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (TVL),33327.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (TVL),10969.0
Region V - Bicol Region,2018-2019,Grade 12 (TVL),29116.0
Region VI - Western Visayas,2018-2019,Grade 12 (TVL),34267.0
Region VII - Central Visayas,2018-2019,Grade 12 (TVL),29636.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (TVL),20641.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (TVL),12410.0
Region X - Northern Mindanao,2018-2019,Grade 12 (TVL),14747.0
Region XI - Davao Region,2018-2019,Grade 12 (TVL),17267.0
Region XII - Soccsksargen,2018-2019,Grade 12 (TVL),16057.0
CARAGA - CARAGA,2018-2019,Grade 12 (TVL),12421.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (TVL),4289.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (TVL),4480.0
NCR - National Capital Region,2018-2019,Grade 12 (TVL),16559.0
Region I - Ilocos Region,2019-2020,Grade 12 (TVL),23605.0
Region II - Cagayan Valley,2019-2020,Grade 12 (TVL),12364.0
Region III - Central Luzon,2019-2020,Grade 12 (TVL),33220.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (TVL),35182.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (TVL),12221.0
Region V - Bicol Region,2019-2020,Grade 12 (TVL),31126.0
Region VI - Western Visayas,2019-2020,Grade 12 (TVL),37686.0
Region VII - Central Visayas,2019-2020,Grade 12 (TVL),31416.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (TVL),23634.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (TVL),17774.0
Region X - Northern Mindanao,2019-2020,Grade 12 (TVL),16803.0
Region XI - Davao Region,2019-2020,Grade 12 (TVL),20502.0
Region XII - Soccsksargen,2019-2020,Grade 12 (TVL),18576.0
CARAGA - CARAGA,2019-2020,Grade 12 (TVL),13384.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (TVL),4482.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (TVL),4581.0
NCR - National Capital Region,2019-2020,Grade 12 (TVL),17982.0
Region I - Ilocos Region,2020-2021,Grade 12 (TVL),24496.0
Region II - Cagayan Valley,2020-2021,Grade 12 (TVL),12563.0
Region III - Central Luzon,2020-2021,Grade 12 (TVL),31954.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (TVL),33193.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (TVL),13088.0
Region V - Bicol Region,2020-2021,Grade 12 (TVL),27251.0
Region VI - Western Visayas,2020-2021,Grade 12 (TVL),40679.0
Region VII - Central Visayas,2020-2021,Grade 12 (TVL),32011.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (TVL),24687.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (TVL),20348.0
Region X - Northern Mindanao,2020-2021,Grade 12 (TVL),17825.0
Region XI - Davao Region,2020-2021,Grade 12 (TVL),20247.0
Region XII - Soccsksargen,2020-2021,Grade 12 (TVL),18709.0
CARAGA - CARAGA,2020-2021,Grade 12 (TVL),14252.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (TVL),6155.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (TVL),4550.0
NCR - National Capital Region,2020-2021,Grade 12 (TVL),17933.0
Region I - Ilocos Region,2017-2018,Grade 12 (HUMSS),3372.0
Region II - Cagayan Valley,2017-2018,Grade 12 (HUMSS),2204.0
Region III - Central Luzon,2017-2018,Grade 12 (HUMSS),5761.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (HUMSS),7832.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (HUMSS),1898.0
Region V - Bicol Region,2017-2018,Grade 12 (HUMSS),2066.0
Region VI - Western Visayas,2017-2018,Grade 12 (HUMSS),6605.0
Region VII - Central Visayas,2017-2018,Grade 12 (HUMSS),4021.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (HUMSS),6916.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (HUMSS),1653.0
Region X - Northern Mindanao,2017-2018,Grade 12 (HUMSS),2692.0
Region XI - Davao Region,2017-2018,Grade 12 (HUMSS),1816.0
Region XII - Soccsksargen,2017-2018,Grade 12 (HUMSS),6665.0
CARAGA - CARAGA,2017-2018,Grade 12 (HUMSS),1492.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (HUMSS),887.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (HUMSS),1236.0
NCR - National Capital Region,2017-2018,Grade 12 (HUMSS),2219.0
Region I - Ilocos Region,2018-2019,Grade 12 (HUMSS),6275.0
Region II - Cagayan Valley,2018-2019,Grade 12 (HUMSS),3921.0
Region III - Central Luzon,2018-2019,Grade 12 (HUMSS),8210.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (HUMSS),13396.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (HUMSS),2682.0
Region V - Bicol Region,2018-2019,Grade 12 (HUMSS),3111.0
Region VI - Western Visayas,2018-2019,Grade 12 (HUMSS),11911.0
Region VII - Central Visayas,2018-2019,Grade 12 (HUMSS),6101.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (HUMSS),8759.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (HUMSS),3267.0
Region X - Northern Mindanao,2018-2019,Grade 12 (HUMSS),4223.0
Region XI - Davao Region,2018-2019,Grade 12 (HUMSS),2917.0
Region XII - Soccsksargen,2018-2019,Grade 12 (HUMSS),9299.0
CARAGA - CARAGA,2018-2019,Grade 12 (HUMSS),2464.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (HUMSS),969.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (HUMSS),1801.0
NCR - National Capital Region,2018-2019,Grade 12 (HUMSS),4242.0
Region I - Ilocos Region,2019-2020,Grade 12 (HUMSS),9046.0
Region II - Cagayan Valley,2019-2020,Grade 12 (HUMSS),6984.0
Region III - Central Luzon,2019-2020,Grade 12 (HUMSS),11918.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (HUMSS),18181.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (HUMSS),4842.0
Region V - Bicol Region,2019-2020,Grade 12 (HUMSS),5007.0
Region VI - Western Visayas,2019-2020,Grade 12 (HUMSS),17640.0
Region VII - Central Visayas,2019-2020,Grade 12 (HUMSS),9532.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (HUMSS),10462.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (HUMSS),6257.0
Region X - Northern Mindanao,2019-2020,Grade 12 (HUMSS),7357.0
Region XI - Davao Region,2019-2020,Grade 12 (HUMSS),4929.0
Region XII - Soccsksargen,2019-2020,Grade 12 (HUMSS),12892.0
CARAGA - CARAGA,2019-2020,Grade 12 (HUMSS),3653.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (HUMSS),1487.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (HUMSS),3157.0
NCR - National Capital Region,2019-2020,Grade 12 (HUMSS),5997.0
Region I - Ilocos Region,2020-2021,Grade 12 (HUMSS),12447.0
Region II - Cagayan Valley,2020-2021,Grade 12 (HUMSS),10417.0
Region III - Central Luzon,2020-2021,Grade 12 (HUMSS),17839.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (HUMSS),25836.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (HUMSS),7559.0
Region V - Bicol Region,2020-2021,Grade 12 (HUMSS),6504.0
Region VI - Western Visayas,2020-2021,Grade 12 (HUMSS),24183.0
Region VII - Central Visayas,2020-2021,Grade 12 (HUMSS),12707.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (HUMSS),13502.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (HUMSS),7823.0
Region X - Northern Mindanao,2020-2021,Grade 12 (HUMSS),9479.0
Region XI - Davao Region,2020-2021,Grade 12 (HUMSS),6256.0
Region XII - Soccsksargen,2020-2021,Grade 12 (HUMSS),16007.0
CARAGA - CARAGA,2020-2021,Grade 12 (HUMSS),4342.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (HUMSS),2165.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (HUMSS),4251.0
NCR - National Capital Region,2020-2021,Grade 12 (HUMSS),8454.0
Region I - Ilocos Region,2017-2018,Grade 12 (MARITIME),0.0
Region II - Cagayan Valley,2017-2018,Grade 12 (MARITIME),0.0
Region III - Central Luzon,2017-2018,Grade 12 (MARITIME),76.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (MARITIME),0.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (MARITIME),0.0
Region V - Bicol Region,2017-2018,Grade 12 (MARITIME),0.0
Region VI - Western Visayas,2017-2018,Grade 12 (MARITIME),0.0
Region VII - Central Visayas,2017-2018,Grade 12 (MARITIME),0.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (MARITIME),0.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (MARITIME),0.0
Region X - Northern Mindanao,2017-2018,Grade 12 (MARITIME),0.0
Region XI - Davao Region,2017-2018,Grade 12 (MARITIME),0.0
Region XII - Soccsksargen,2017-2018,Grade 12 (MARITIME),0.0
CARAGA - CARAGA,2017-2018,Grade 12 (MARITIME),0.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (MARITIME),0.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (MARITIME),0.0
NCR - National Capital Region,2017-2018,Grade 12 (MARITIME),0.0
Region I - Ilocos Region,2018-2019,Grade 12 (MARITIME),0.0
Region II - Cagayan Valley,2018-2019,Grade 12 (MARITIME),0.0
Region III - Central Luzon,2018-2019,Grade 12 (MARITIME),48.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (MARITIME),43.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (MARITIME),0.0
Region V - Bicol Region,2018-2019,Grade 12 (MARITIME),0.0
Region VI - Western Visayas,2018-2019,Grade 12 (MARITIME),0.0
Region VII - Central Visayas,2018-2019,Grade 12 (MARITIME),32.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (MARITIME),0.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (MARITIME),0.0
Region X - Northern Mindanao,2018-2019,Grade 12 (MARITIME),0.0
Region XI - Davao Region,2018-2019,Grade 12 (MARITIME),0.0
Region XII - Soccsksargen,2018-2019,Grade 12 (MARITIME),0.0
CARAGA - CARAGA,2018-2019,Grade 12 (MARITIME),0.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (MARITIME),0.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (MARITIME),0.0
NCR - National Capital Region,2018-2019,Grade 12 (MARITIME),0.0
Region I - Ilocos Region,2019-2020,Grade 12 (MARITIME),0.0
Region II - Cagayan Valley,2019-2020,Grade 12 (MARITIME),0.0
Region III - Central Luzon,2019-2020,Grade 12 (MARITIME),82.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (MARITIME),48.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (MARITIME),0.0
Region V - Bicol Region,2019-2020,Grade 12 (MARITIME),40.0
Region VI - Western Visayas,2019-2020,Grade 12 (MARITIME),0.0
Region VII - Central Visayas,2019-2020,Grade 12 (MARITIME),31.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (MARITIME),0.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (MARITIME),0.0
Region X - Northern Mindanao,2019-2020,Grade 12 (MARITIME),0.0
Region XI - Davao Region,2019-2020,Grade 12 (MARITIME),0.0
Region XII - Soccsksargen,2019-2020,Grade 12 (MARITIME),0.0
CARAGA - CARAGA,2019-2020,Grade 12 (MARITIME),0.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (MARITIME),0.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (MARITIME),0.0
NCR - National Capital Region,2019-2020,Grade 12 (MARITIME),0.0
Region I - Ilocos Region,2020-2021,Grade 12 (MARITIME),0.0
Region II - Cagayan Valley,2020-2021,Grade 12 (MARITIME),0.0
Region III - Central Luzon,2020-2021,Grade 12 (MARITIME),75.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (MARITIME),66.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (MARITIME),0.0
Region V - Bicol Region,2020-2021,Grade 12 (MARITIME),35.0
Region VI - Western Visayas,2020-2021,Grade 12 (MARITIME),0.0
Region VII - Central Visayas,2020-2021,Grade 12 (MARITIME),15.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (MARITIME),0.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (MARITIME),0.0
Region X - Northern Mindanao,2020-2021,Grade 12 (MARITIME),0.0
Region XI - Davao Region,2020-2021,Grade 12 (MARITIME),0.0
Region XII - Soccsksargen,2020-2021,Grade 12 (MARITIME),0.0
CARAGA - CARAGA,2020-2021,Grade 12 (MARITIME),0.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (MARITIME),0.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (MARITIME),37.0
NCR - National Capital Region,2020-2021,Grade 12 (MARITIME),0.0
Region I - Ilocos Region,2017-2018,Grade 12 (ABM),4077.0
Region II - Cagayan Valley,2017-2018,Grade 12 (ABM),2063.0
Region III - Central Luzon,2017-2018,Grade 12 (ABM),7621.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (ABM),9348.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (ABM),2045.0
Region V - Bicol Region,2017-2018,Grade 12 (ABM),3264.0
Region VI - Western Visayas,2017-2018,Grade 12 (ABM),4674.0
Region VII - Central Visayas,2017-2018,Grade 12 (ABM),3320.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (ABM),3092.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (ABM),1468.0
Region X - Northern Mindanao,2017-2018,Grade 12 (ABM),2441.0
Region XI - Davao Region,2017-2018,Grade 12 (ABM),1211.0
Region XII - Soccsksargen,2017-2018,Grade 12 (ABM),2412.0
CARAGA - CARAGA,2017-2018,Grade 12 (ABM),902.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (ABM),796.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (ABM),632.0
NCR - National Capital Region,2017-2018,Grade 12 (ABM),5663.0
Region I - Ilocos Region,2018-2019,Grade 12 (ABM),4469.0
Region II - Cagayan Valley,2018-2019,Grade 12 (ABM),2904.0
Region III - Central Luzon,2018-2019,Grade 12 (ABM),8081.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (ABM),10814.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (ABM),1745.0
Region V - Bicol Region,2018-2019,Grade 12 (ABM),3616.0
Region VI - Western Visayas,2018-2019,Grade 12 (ABM),5121.0
Region VII - Central Visayas,2018-2019,Grade 12 (ABM),3296.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (ABM),2822.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (ABM),1619.0
Region X - Northern Mindanao,2018-2019,Grade 12 (ABM),2508.0
Region XI - Davao Region,2018-2019,Grade 12 (ABM),1309.0
Region XII - Soccsksargen,2018-2019,Grade 12 (ABM),2301.0
CARAGA - CARAGA,2018-2019,Grade 12 (ABM),1465.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (ABM),793.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (ABM),878.0
NCR - National Capital Region,2018-2019,Grade 12 (ABM),6561.0
Region I - Ilocos Region,2019-2020,Grade 12 (ABM),4558.0
Region II - Cagayan Valley,2019-2020,Grade 12 (ABM),3117.0
Region III - Central Luzon,2019-2020,Grade 12 (ABM),9610.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (ABM),12239.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (ABM),2341.0
Region V - Bicol Region,2019-2020,Grade 12 (ABM),4534.0
Region VI - Western Visayas,2019-2020,Grade 12 (ABM),6235.0
Region VII - Central Visayas,2019-2020,Grade 12 (ABM),4155.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (ABM),3224.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (ABM),1975.0
