Region,School Year,Grade Level,Students
Region I - Ilocos Region,2012-2013,Non-Grade (ES),
Region II - Cagayan Valley,2012-2013,Non-Grade (ES),
Region III - Central Luzon,2012-2013,Non-Grade (ES),
Region IV-A - CALABARZON,2012-2013,Non-Grade (ES),
Region IV-B - MIMAROPA,2012-2013,Non-Grade (ES),
Region V - Bicol Region,2012-2013,Non-Grade (ES),
Region VI - Western Visayas,2012-2013,Non-Grade (ES),
Region VII - Central Visayas,2012-2013,Non-Grade (ES),
Region VIII - Eastern Visayas,2012-2013,Non-Grade (ES),
Region IX - Zamboanga Peninsula,2012-2013,Non-Grade (ES),
Region X - Northern Mindanao,2012-2013,Non-Grade (ES),
Region XI - Davao Region,2012-2013,Non-Grade (ES),
Region XII - Soccsksargen,2012-2013,Non-Grade (ES),
CARAGA - CARAGA,2012-2013,Non-Grade (ES),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Non-Grade (ES),
CAR - Cordillera Administrative Region,2012-2013,Non-Grade (ES),
NCR - National Capital Region,2012-2013,Non-Grade (ES),
Region I - Ilocos Region,2013-2014,Non-Grade (ES),
Region II - Cagayan Valley,2013-2014,Non-Grade (ES),
Region III - Central Luzon,2013-2014,Non-Grade (ES),
Region IV-A - CALABARZON,2013-2014,Non-Grade (ES),
Region IV-B - MIMAROPA,2013-2014,Non-Grade (ES),
Region V - Bicol Region,2013-2014,Non-Grade (ES),
Region VI - Western Visayas,2013-2014,Non-Grade (ES),
Region VII - Central Visayas,2013-2014,Non-Grade (ES),
Region VIII - Eastern Visayas,2013-2014,Non-Grade (ES),
Region IX - Zamboanga Peninsula,2013-2014,Non-Grade (ES),
Region X - Northern Mindanao,2013-2014,Non-Grade (ES),
Region XI - Davao Region,2013-2014,Non-Grade (ES),
Region XII - Soccsksargen,2013-2014,Non-Grade (ES),
CARAGA - CARAGA,2013-2014,Non-Grade (ES),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Non-Grade (ES),
CAR - Cordillera Administrative Region,2013-2014,Non-Grade (ES),
NCR - National Capital Region,2013-2014,Non-Grade (ES),
Region I - Ilocos Region,2014-2015,Non-Grade (ES),1539.0
Region II - Cagayan Valley,2014-2015,Non-Grade (ES),1099.0
Region III - Central Luzon,2014-2015,Non-Grade (ES),3329.0
Region IV-A - CALABARZON,2014-2015,Non-Grade (ES),5854.0
Region IV-B - MIMAROPA,2014-2015,Non-Grade (ES),1023.0
Region V - Bicol Region,2014-2015,Non-Grade (ES),1684.0
Region VI - Western Visayas,2014-2015,Non-Grade (ES),2723.0
Region VII - Central Visayas,2014-2015,Non-Grade (ES),2902.0
Region VIII - Eastern Visayas,2014-2015,Non-Grade (ES),938.0
Region IX - Zamboanga Peninsula,2014-2015,Non-Grade (ES),1386.0
Region X - Northern Mindanao,2014-2015,Non-Grade (ES),1718.0
Region XI - Davao Region,2014-2015,Non-Grade (ES),2405.0
Region XII - Soccsksargen,2014-2015,Non-Grade (ES),895.0
CARAGA - CARAGA,2014-2015,Non-Grade (ES),1183.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Non-Grade (ES),63.0
CAR - Cordillera Administrative Region,2014-2015,Non-Grade (ES),510.0
NCR - National Capital Region,2014-2015,Non-Grade (ES),7409.0
Region I - Ilocos Region,2015-2016,Non-Grade (ES),1818.0
Region II - Cagayan Valley,2015-2016,Non-Grade (ES),1272.0
Region III - Central Luzon,2015-2016,Non-Grade (ES),4001.0
Region IV-A - CALABARZON,2015-2016,Non-Grade (ES),6620.0
Region IV-B - MIMAROPA,2015-2016,Non-Grade (ES),1171.0
Region V - Bicol Region,2015-2016,Non-Grade (ES),1672.0
Region VI - Western Visayas,2015-2016,Non-Grade (ES),3553.0
Region VII - Central Visayas,2015-2016,Non-Grade (ES),3200.0
Region VIII - Eastern Visayas,2015-2016,Non-Grade (ES),1185.0
Region IX - Zamboanga Peninsula,2015-2016,Non-Grade (ES),1624.0
Region X - Northern Mindanao,2015-2016,Non-Grade (ES),1719.0
Region XI - Davao Region,2015-2016,Non-Grade (ES),2609.0
Region XII - Soccsksargen,2015-2016,Non-Grade (ES),1127.0
CARAGA - CARAGA,2015-2016,Non-Grade (ES),1386.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Non-Grade (ES),62.0
CAR - Cordillera Administrative Region,2015-2016,Non-Grade (ES),712.0
NCR - National Capital Region,2015-2016,Non-Grade (ES),8157.0
Region I - Ilocos Region,2016-2017,Non-Grade (ES),2537.0
Region II - Cagayan Valley,2016-2017,Non-Grade (ES),1396.0
Region III - Central Luzon,2016-2017,Non-Grade (ES),4771.0
Region IV-A - CALABARZON,2016-2017,Non-Grade (ES),7905.0
Region IV-B - MIMAROPA,2016-2017,Non-Grade (ES),1348.0
Region V - Bicol Region,2016-2017,Non-Grade (ES),1919.0
Region VI - Western Visayas,2016-2017,Non-Grade (ES),3967.0
Region VII - Central Visayas,2016-2017,Non-Grade (ES),3638.0
Region VIII - Eastern Visayas,2016-2017,Non-Grade (ES),1423.0
Region IX - Zamboanga Peninsula,2016-2017,Non-Grade (ES),1894.0
Region X - Northern Mindanao,2016-2017,Non-Grade (ES),2026.0
Region XI - Davao Region,2016-2017,Non-Grade (ES),2704.0
Region XII - Soccsksargen,2016-2017,Non-Grade (ES),1257.0
CARAGA - CARAGA,2016-2017,Non-Grade (ES),1328.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Non-Grade (ES),114.0
CAR - Cordillera Administrative Region,2016-2017,Non-Grade (ES),739.0
NCR - National Capital Region,2016-2017,Non-Grade (ES),8826.0
Region I - Ilocos Region,2017-2018,Non-Grade (ES),2534.0
Region II - Cagayan Valley,2017-2018,Non-Grade (ES),1534.0
Region III - Central Luzon,2017-2018,Non-Grade (ES),5651.0
Region IV-A - CALABARZON,2017-2018,Non-Grade (ES),8413.0
Region IV-B - MIMAROPA,2017-2018,Non-Grade (ES),1463.0
Region V - Bicol Region,2017-2018,Non-Grade (ES),2254.0
Region VI - Western Visayas,2017-2018,Non-Grade (ES),4328.0
Region VII - Central Visayas,2017-2018,Non-Grade (ES),3979.0
Region VIII - Eastern Visayas,2017-2018,Non-Grade (ES),1585.0
Region IX - Zamboanga Peninsula,2017-2018,Non-Grade (ES),2201.0
Region X - Northern Mindanao,2017-2018,Non-Grade (ES),2465.0
Region XI - Davao Region,2017-2018,Non-Grade (ES),3129.0
Region XII - Soccsksargen,2017-2018,Non-Grade (ES),1411.0
CARAGA - CARAGA,2017-2018,Non-Grade (ES),1570.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Non-Grade (ES),124.0
CAR - Cordillera Administrative Region,2017-2018,Non-Grade (ES),832.0
NCR - National Capital Region,2017-2018,Non-Grade (ES),8612.0
Region I - Ilocos Region,2018-2019,Non-Grade (ES),2623.0
Region II - Cagayan Valley,2018-2019,Non-Grade (ES),1427.0
Region III - Central Luzon,2018-2019,Non-Grade (ES),6182.0
Region IV-A - CALABARZON,2018-2019,Non-Grade (ES),8781.0
Region IV-B - MIMAROPA,2018-2019,Non-Grade (ES),1503.0
Region V - Bicol Region,2018-2019,Non-Grade (ES),2340.0
Region VI - Western Visayas,2018-2019,Non-Grade (ES),4727.0
Region VII - Central Visayas,2018-2019,Non-Grade (ES),3840.0
Region VIII - Eastern Visayas,2018-2019,Non-Grade (ES),1482.0
Region IX - Zamboanga Peninsula,2018-2019,Non-Grade (ES),2712.0
Region X - Northern Mindanao,2018-2019,Non-Grade (ES),2649.0
Region XI - Davao Region,2018-2019,Non-Grade (ES),3486.0
Region XII - Soccsksargen,2018-2019,Non-Grade (ES),1423.0
CARAGA - CARAGA,2018-2019,Non-Grade (ES),1543.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Non-Grade (ES),244.0
CAR - Cordillera Administrative Region,2018-2019,Non-Grade (ES),608.0
NCR - National Capital Region,2018-2019,Non-Grade (ES),9077.0
Region I - Ilocos Region,2019-2020,Non-Grade (ES),2833.0
Region II - Cagayan Valley,2019-2020,Non-Grade (ES),1462.0
Region III - Central Luzon,2019-2020,Non-Grade (ES),6746.0
Region IV-A - CALABARZON,2019-2020,Non-Grade (ES),9605.0
Region IV-B - MIMAROPA,2019-2020,Non-Grade (ES),1616.0
Region V - Bicol Region,2019-2020,Non-Grade (ES),2463.0
Region VI - Western Visayas,2019-2020,Non-Grade (ES),5139.0
Region VII - Central Visayas,2019-2020,Non-Grade (ES),3989.0
Region VIII - Eastern Visayas,2019-2020,Non-Grade (ES),1544.0
Region IX - Zamboanga Peninsula,2019-2020,Non-Grade (ES),2918.0
Region X - Northern Mindanao,2019-2020,Non-Grade (ES),2837.0
Region XI - Davao Region,2019-2020,Non-Grade (ES),3672.0
Region XII - Soccsksargen,2019-2020,Non-Grade (ES),1524.0
CARAGA - CARAGA,2019-2020,Non-Grade (ES),1563.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Non-Grade (ES),227.0
CAR - Cordillera Administrative Region,2019-2020,Non-Grade (ES),646.0
NCR - National Capital Region,2019-2020,Non-Grade (ES),9298.0
Region I - Ilocos Region,2020-2021,Non-Grade (ES),2615.0
Region II - Cagayan Valley,2020-2021,Non-Grade (ES),1452.0
Region III - Central Luzon,2020-2021,Non-Grade (ES),6113.0
Region IV-A - CALABARZON,2020-2021,Non-Grade (ES),8882.0
Region IV-B - MIMAROPA,2020-2021,Non-Grade (ES),1617.0
Region V - Bicol Region,2020-2021,Non-Grade (ES),2043.0
Region VI - Western Visayas,2020-2021,Non-Grade (ES),4786.0
Region VII - Central Visayas,2020-2021,Non-Grade (ES),3560.0
Region VIII - Eastern Visayas,2020-2021,Non-Grade (ES),1365.0
Region IX - Zamboanga Peninsula,2020-2021,Non-Grade (ES),2922.0
Region X - Northern Mindanao,2020-2021,Non-Grade (ES),2709.0
Region XI - Davao Region,2020-2021,Non-Grade (ES),3233.0
Region XII - Soccsksargen,2020-2021,Non-Grade (ES),1455.0
CARAGA - CARAGA,2020-2021,Non-Grade (ES),1514.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Non-Grade (ES),218.0
CAR - Cordillera Administrative Region,2020-2021,Non-Grade (ES),606.0
NCR - National Capital Region,2020-2021,Non-Grade (ES),9267.0
