Region,School Year,Grade Level,Students
Region XII - Soccsksargen,2018-2019,Non-Grade (SS),
CARAGA - CARAGA,2018-2019,Non-Grade (SS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Non-Grade (SS),
CAR - Cordillera Administrative Region,2018-2019,Non-Grade (SS),
NCR - National Capital Region,2018-2019,Non-Grade (SS),
Region I - Ilocos Region,2019-2020,Non-Grade (SS),
Region II - Cagayan Valley,2019-2020,Non-Grade (SS),
Region III - Central Luzon,2019-2020,Non-Grade (SS),
Region IV-A - CALABARZON,2019-2020,Non-Grade (SS),
Region IV-B - MIMAROPA,2019-2020,Non-Grade (SS),
Region V - Bicol Region,2019-2020,Non-Grade (SS),
Region VI - Western Visayas,2019-2020,Non-Grade (SS),
Region VII - Central Visayas,2019-2020,Non-Grade (SS),
Region VIII - Eastern Visayas,2019-2020,Non-Grade (SS),
Region IX - Zamboanga Peninsula,2019-2020,Non-Grade (SS),
Region X - Northern Mindanao,2019-2020,Non-Grade (SS),
Region XI - Davao Region,2019-2020,Non-Grade (SS),
Region XII - Soccsksargen,2019-2020,Non-Grade (SS),
CARAGA - CARAGA,2019-2020,Non-Grade (SS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Non-Grade (SS),
CAR - Cordillera Administrative Region,2019-2020,Non-Grade (SS),
NCR - National Capital Region,2019-2020,Non-Grade (SS),
Region I - Ilocos Region,2020-2021,Non-Grade (SS),
Region II - Cagayan Valley,2020-2021,Non-Grade (SS),
Region III - Central Luzon,2020-2021,Non-Grade (SS),
Region IV-A - CALABARZON,2020-2021,Non-Grade (SS),
Region IV-B - MIMAROPA,2020-2021,Non-Grade (SS),
Region V - Bicol Region,2020-2021,Non-Grade (SS),
Region VI - Western Visayas,2020-2021,Non-Grade (SS),
Region VII - Central Visayas,2020-2021,Non-Grade (SS),
Region VIII - Eastern Visayas,2020-2021,Non-Grade (SS),
Region IX - Zamboanga Peninsula,2020-2021,Non-Grade (SS),
Region X - Northern Mindanao,2020-2021,Non-Grade (SS),
Region XI - Davao Region,2020-2021,Non-Grade (SS),
Region XII - Soccsksargen,2020-2021,Non-Grade (SS),
CARAGA - CARAGA,2020-2021,Non-Grade (SS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Non-Grade (SS),
CAR - Cordillera Administrative Region,2020-2021,Non-Grade (SS),
NCR - National Capital Region,2020-2021,Non-Grade (SS),
Region I - Ilocos Region,2010-2011,Non-Grade (JHS),
Region II - Cagayan Valley,2010-2011,Non-Grade (JHS),
Region III - Central Luzon,2010-2011,Non-Grade (JHS),
Region IV-A - CALABARZON,2010-2011,Non-Grade (JHS),
Region IV-B - MIMAROPA,2010-2011,Non-Grade (JHS),
Region V - Bicol Region,2010-2011,Non-Grade (JHS),
Region VI - Western Visayas,2010-2011,Non-Grade (JHS),
Region VII - Central Visayas,2010-2011,Non-Grade (JHS),
Region VIII - Eastern Visayas,2010-2011,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2010-2011,Non-Grade (JHS),
Region X - Northern Mindanao,2010-2011,Non-Grade (JHS),
Region XI - Davao Region,2010-2011,Non-Grade (JHS),
Region XII - Soccsksargen,2010-2011,Non-Grade (JHS),
CARAGA - CARAGA,2010-2011,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2010-2011,Non-Grade (JHS),
NCR - National Capital Region,2010-2011,Non-Grade (JHS),
Region I - Ilocos Region,2011-2012,Non-Grade (JHS),
Region II - Cagayan Valley,2011-2012,Non-Grade (JHS),
Region III - Central Luzon,2011-2012,Non-Grade (JHS),
Region IV-A - CALABARZON,2011-2012,Non-Grade (JHS),
Region IV-B - MIMAROPA,2011-2012,Non-Grade (JHS),
Region V - Bicol Region,2011-2012,Non-Grade (JHS),
Region VI - Western Visayas,2011-2012,Non-Grade (JHS),
Region VII - Central Visayas,2011-2012,Non-Grade (JHS),
Region VIII - Eastern Visayas,2011-2012,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2011-2012,Non-Grade (JHS),
Region X - Northern Mindanao,2011-2012,Non-Grade (JHS),
Region XI - Davao Region,2011-2012,Non-Grade (JHS),
Region XII - Soccsksargen,2011-2012,Non-Grade (JHS),
CARAGA - CARAGA,2011-2012,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2011-2012,Non-Grade (JHS),
NCR - National Capital Region,2011-2012,Non-Grade (JHS),
Region I - Ilocos Region,2012-2013,Non-Grade (JHS),
Region II - Cagayan Valley,2012-2013,Non-Grade (JHS),
Region III - Central Luzon,2012-2013,Non-Grade (JHS),
Region IV-A - CALABARZON,2012-2013,Non-Grade (JHS),
Region IV-B - MIMAROPA,2012-2013,Non-Grade (JHS),
Region V - Bicol Region,2012-2013,Non-Grade (JHS),
Region VI - Western Visayas,2012-2013,Non-Grade (JHS),
Region VII - Central Visayas,2012-2013,Non-Grade (JHS),
Region VIII - Eastern Visayas,2012-2013,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2012-2013,Non-Grade (JHS),
Region X - Northern Mindanao,2012-2013,Non-Grade (JHS),
Region XI - Davao Region,2012-2013,Non-Grade (JHS),
Region XII - Soccsksargen,2012-2013,Non-Grade (JHS),
CARAGA - CARAGA,2012-2013,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2012-2013,Non-Grade (JHS),
NCR - National Capital Region,2012-2013,Non-Grade (JHS),
Region I - Ilocos Region,2013-2014,Non-Grade (JHS),
Region II - Cagayan Valley,2013-2014,Non-Grade (JHS),
Region III - Central Luzon,2013-2014,Non-Grade (JHS),
Region IV-A - CALABARZON,2013-2014,Non-Grade (JHS),
Region IV-B - MIMAROPA,2013-2014,Non-Grade (JHS),
Region V - Bicol Region,2013-2014,Non-Grade (JHS),
Region VI - Western Visayas,2013-2014,Non-Grade (JHS),
Region VII - Central Visayas,2013-2014,Non-Grade (JHS),
Region VIII - Eastern Visayas,2013-2014,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2013-2014,Non-Grade (JHS),
Region X - Northern Mindanao,2013-2014,Non-Grade (JHS),
Region XI - Davao Region,2013-2014,Non-Grade (JHS),
Region XII - Soccsksargen,2013-2014,Non-Grade (JHS),
CARAGA - CARAGA,2013-2014,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2013-2014,Non-Grade (JHS),
NCR - National Capital Region,2013-2014,Non-Grade (JHS),
Region I - Ilocos Region,2014-2015,Non-Grade (JHS),
Region II - Cagayan Valley,2014-2015,Non-Grade (JHS),
Region III - Central Luzon,2014-2015,Non-Grade (JHS),
Region IV-A - CALABARZON,2014-2015,Non-Grade (JHS),
Region IV-B - MIMAROPA,2014-2015,Non-Grade (JHS),
Region V - Bicol Region,2014-2015,Non-Grade (JHS),
Region VI - Western Visayas,2014-2015,Non-Grade (JHS),
Region VII - Central Visayas,2014-2015,Non-Grade (JHS),
Region VIII - Eastern Visayas,2014-2015,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2014-2015,Non-Grade (JHS),
Region X - Northern Mindanao,2014-2015,Non-Grade (JHS),
Region XI - Davao Region,2014-2015,Non-Grade (JHS),
Region XII - Soccsksargen,2014-2015,Non-Grade (JHS),
CARAGA - CARAGA,2014-2015,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2014-2015,Non-Grade (JHS),
NCR - National Capital Region,2014-2015,Non-Grade (JHS),
Region I - Ilocos Region,2015-2016,Non-Grade (JHS),
Region II - Cagayan Valley,2015-2016,Non-Grade (JHS),
Region III - Central Luzon,2015-2016,Non-Grade (JHS),
Region IV-A - CALABARZON,2015-2016,Non-Grade (JHS),
Region IV-B - MIMAROPA,2015-2016,Non-Grade (JHS),
Region V - Bicol Region,2015-2016,Non-Grade (JHS),
Region VI - Western Visayas,2015-2016,Non-Grade (JHS),
Region VII - Central Visayas,2015-2016,Non-Grade (JHS),
Region VIII - Eastern Visayas,2015-2016,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2015-2016,Non-Grade (JHS),
Region X - Northern Mindanao,2015-2016,Non-Grade (JHS),
Region XI - Davao Region,2015-2016,Non-Grade (JHS),
Region XII - Soccsksargen,2015-2016,Non-Grade (JHS),
CARAGA - CARAGA,2015-2016,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2015-2016,Non-Grade (JHS),
NCR - National Capital Region,2015-2016,Non-Grade (JHS),
Region I - Ilocos Region,2016-2017,Non-Grade (JHS),39.0
Region II - Cagayan Valley,2016-2017,Non-Grade (JHS),9.0
Region III - Central Luzon,2016-2017,Non-Grade (JHS),145.0
Region IV-A - CALABARZON,2016-2017,Non-Grade (JHS),536.0
Region IV-B - MIMAROPA,2016-2017,Non-Grade (JHS),13.0
Region V - Bicol Region,2016-2017,Non-Grade (JHS),56.0
Region VI - Western Visayas,2016-2017,Non-Grade (JHS),76.0
Region VII - Central Visayas,2016-2017,Non-Grade (JHS),0.0
Region VIII - Eastern Visayas,2016-2017,Non-Grade (JHS),253.0
Region IX - Zamboanga Peninsula,2016-2017,Non-Grade (JHS),6.0
Region X - Northern Mindanao,2016-2017,Non-Grade (JHS),401.0
Region XI - Davao Region,2016-2017,Non-Grade (JHS),20.0
Region XII - Soccsksargen,2016-2017,Non-Grade (JHS),40.0
CARAGA - CARAGA,2016-2017,Non-Grade (JHS),0.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Non-Grade (JHS),53.0
CAR - Cordillera Administrative Region,2016-2017,Non-Grade (JHS),27.0
NCR - National Capital Region,2016-2017,Non-Grade (JHS),254.0
Region I - Ilocos Region,2017-2018,Non-Grade (JHS),103.0
Region II - Cagayan Valley,2017-2018,Non-Grade (JHS),36.0
Region III - Central Luzon,2017-2018,Non-Grade (JHS),165.0
Region IV-A - CALABARZON,2017-2018,Non-Grade (JHS),423.0
Region IV-B - MIMAROPA,2017-2018,Non-Grade (JHS),22.0
Region V - Bicol Region,2017-2018,Non-Grade (JHS),85.0
Region VI - Western Visayas,2017-2018,Non-Grade (JHS),73.0
Region VII - Central Visayas,2017-2018,Non-Grade (JHS),797.0
Region VIII - Eastern Visayas,2017-2018,Non-Grade (JHS),19.0
Region IX - Zamboanga Peninsula,2017-2018,Non-Grade (JHS),56.0
Region X - Northern Mindanao,2017-2018,Non-Grade (JHS),573.0
Region XI - Davao Region,2017-2018,Non-Grade (JHS),29.0
Region XII - Soccsksargen,2017-2018,Non-Grade (JHS),97.0
CARAGA - CARAGA,2017-2018,Non-Grade (JHS),6.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Non-Grade (JHS),0.0
CAR - Cordillera Administrative Region,2017-2018,Non-Grade (JHS),80.0
NCR - National Capital Region,2017-2018,Non-Grade (JHS),342.0
Region I - Ilocos Region,2018-2019,Non-Grade (JHS),
Region II - Cagayan Valley,2018-2019,Non-Grade (JHS),
Region III - Central Luzon,2018-2019,Non-Grade (JHS),
Region IV-A - CALABARZON,2018-2019,Non-Grade (JHS),
Region IV-B - MIMAROPA,2018-2019,Non-Grade (JHS),
Region V - Bicol Region,2018-2019,Non-Grade (JHS),
Region VI - Western Visayas,2018-2019,Non-Grade (JHS),
Region VII - Central Visayas,2018-2019,Non-Grade (JHS),
Region VIII - Eastern Visayas,2018-2019,Non-Grade (JHS),
Region IX - Zamboanga Peninsula,2018-2019,Non-Grade (JHS),
Region X - Northern Mindanao,2018-2019,Non-Grade (JHS),
Region XI - Davao Region,2018-2019,Non-Grade (JHS),
Region XII - Soccsksargen,2018-2019,Non-Grade (JHS),
CARAGA - CARAGA,2018-2019,Non-Grade (JHS),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Non-Grade (JHS),
CAR - Cordillera Administrative Region,2018-2019,Non-Grade (JHS),
NCR - National Capital Region,2018-2019,Non-Grade (JHS),
Region I - Ilocos Region,2019-2020,Non-Grade (JHS),141.0
Region II - Cagayan Valley,2019-2020,Non-Grade (JHS),22.0
Region III - Central Luzon,2019-2020,Non-Grade (JHS),190.0
Region IV-A - CALABARZON,2019-2020,Non-Grade (JHS),568.0
Region IV-B - MIMAROPA,2019-2020,Non-Grade (JHS),19.0
Region V - Bicol Region,2019-2020,Non-Grade (JHS),303.0
Region VI - Western Visayas,2019-2020,Non-Grade (JHS),73.0
Region VII - Central Visayas,2019-2020,Non-Grade (JHS),10.0
Region VIII - Eastern Visayas,2019-2020,Non-Grade (JHS),0.0
Region IX - Zamboanga Peninsula,2019-2020,Non-Grade (JHS),24.0
Region X - Northern Mindanao,2019-2020,Non-Grade (JHS),158.0
Region XI - Davao Region,2019-2020,Non-Grade (JHS),31.0
Region XII - Soccsksargen,2019-2020,Non-Grade (JHS),29.0
CARAGA - CARAGA,2019-2020,Non-Grade (JHS),17.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Non-Grade (JHS),0.0
CAR - Cordillera Administrative Region,2019-2020,Non-Grade (JHS),41.0
NCR - National Capital Region,2019-2020,Non-Grade (JHS),296.0
Region I - Ilocos Region,2020-2021,Non-Grade (JHS),77.0
Region II - Cagayan Valley,2020-2021,Non-Grade (JHS),28.0
Region III - Central Luzon,2020-2021,Non-Grade (JHS),172.0
Region IV-A - CALABARZON,2020-2021,Non-Grade (JHS),518.0
Region IV-B - MIMAROPA,2020-2021,Non-Grade (JHS),25.0
Region V - Bicol Region,2020-2021,Non-Grade (JHS),69.0
Region VI - Western Visayas,2020-2021,Non-Grade (JHS),45.0
Region VII - Central Visayas,2020-2021,Non-Grade (JHS),9.0
Region VIII - Eastern Visayas,2020-2021,Non-Grade (JHS),0.0
Region IX - Zamboanga Peninsula,2020-2021,Non-Grade (JHS),33.0
Region X - Northern Mindanao,2020-2021,Non-Grade (JHS),123.0
Region XI - Davao Region,2020-2021,Non-Grade (JHS),17.0
Region XII - Soccsksargen,2020-2021,Non-Grade (JHS),74.0
CARAGA - CARAGA,2020-2021,Non-Grade (JHS),30.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Non-Grade (JHS),0.0
CAR - Cordillera Administrative Region,2020-2021,Non-Grade (JHS),21.0
NCR - National Capital Region,2020-2021,Non-Grade (JHS),363.0
